Order_Date,Category,Product,Area,Channel,Payment_Method,Unit_Price_KES,Quantity,Discount_Pct,Revenue_KES,Customer_Rating,Units_Returned
07/05/2023,Clothing,Jacket,Eldoret,In-Store,Bank Transfer,1537.07,6,0,9222.42,2.7,0
17/07/2024,Home & Garden,Sofa,Eldoret,Social Media,PayPal,49276.14,3,20,118262.74,3.5,0
05/03/2024,Home & Garden,Pillow Set,Machakos,In-Store,Credit Card,69610.43,3,0,208831.29,3.3,0
29/09/2024,Books,Cookbook,Thika,In-Store,M-Pesa,3175.33,4,0,12701.32,4.4,0
25/08/2024,Books,Textbook,Nakuru,Online,PayPal,3124.65,4,5,11873.67,4.1,0
20/02/2023,Books,Fiction Novel,Eldoret,Online,Credit Card,3122.94,5,5,14833.97,3,0
31/03/2023,Home & Garden,Sofa,Mombasa,Online,PayPal,67170.74,5,15,285475.65,2.6,0
11/04/2024,Clothing,Jeans,Thika,Mobile App,PayPal,8100.63,10,0,81006.3,4.4,0
13/03/2024,Electronics,Smartphone,Machakos,Mobile App,Cash,56548.27,7,0,395837.89,4.6,0
13/12/2024,Books,Self-Help Book,Nairobi,Mobile App,Cash,1986.57,9,5,16985.17,2.6,0
22/06/2024,Sports,Yoga Mat,Nakuru,Mobile App,Bank Transfer,36765.37,6,10,198533,3.9,0
04/07/2023,Clothing,Sneakers,Eldoret,Social Media,PayPal,8885.62,8,25,53313.72,4.7,0
22/09/2024,Home & Garden,Desk Lamp,Nairobi,Online,M-Pesa,37618.94,2,5,71475.99,5,0
11/03/2023,Home & Garden,Blender,Eldoret,In-Store,M-Pesa,51536.97,5,10,231916.37,3.3,0
29/06/2023,Home & Garden,Rug,Nairobi,Online,Cash,27835.84,10,0,278358.4,3,0
18/04/2024,Books,Science Book,Machakos,Online,Credit Card,1840.79,8,15,12517.37,4.5,0
02/08/2023,Electronics,Speaker,Eldoret,Mobile App,PayPal,109294.69,6,0,655768.14,3.9,0
07/08/2024,Home & Garden,Sofa,Mombasa,Mobile App,M-Pesa,27660.87,7,0,193626.09,4,0
30/03/2023,Electronics,Speaker,Machakos,Mobile App,Cash,107056.32,5,20,428225.28,3.7,0
08/02/2023,Books,Textbook,Kisumu,In-Store,PayPal,1267.42,2,15,2154.61,4.4,1
20/06/2024,Books,Biographies,Nairobi,Social Media,PayPal,793.05,6,25,3568.72,3.3,0
31/12/2024,Electronics,Speaker,Eldoret,In-Store,Credit Card,109236.45,8,20,908847.264,2.8,0
17/06/2024,Electronics,Camera,Machakos,Online,Cash,71097.63,1,0,71097.63,4.4,0
11/10/2023,Electronics,Smartwatch,Machakos,Mobile App,Credit Card,49490.29,4,10,178165.04,3.8,0
31/07/2023,Electronics,Tablet,Mombasa,In-Store,Cash,18940.14,10,0,189401.4,3.9,0
19/09/2024,Home & Garden,Desk Lamp,Thika,Mobile App,PayPal,20190.15,2,10,36342.27,4.7,0
12/03/2024,Electronics,Laptop,Nairobi,Social Media,M-Pesa,17677.18,1,0,17677.18,3.5,0
31/12/2024,Sports,Football,Machakos,Social Media,PayPal,21724.08,6,5,160975.438,4.5,0
26/04/2024,Books,Biographies,Mombasa,Online,Bank Transfer,611.24,5,25,2292.15,3.1,0
09/04/2024,Sports,Running Shoes,Kisumu,Social Media,Credit Card,42157.11,6,15,215001.26,3.7,0
04/06/2024,Electronics,Tablet,Nakuru,Social Media,Credit Card,43774.09,6,0,262644.54,2.8,0
02/09/2023,Electronics,Tablet,Eldoret,Online,Cash,80846.34,7,20,452739.5,4.1,0
21/03/2024,Books,Science Book,Nairobi,Mobile App,Credit Card,2904.53,10,20,23236.24,3.9,0
30/11/2023,Clothing,Jeans,Thika,Online,PayPal,10122.6,2,25,19739.07,4.6,0
21/05/2024,Books,Fiction Novel,Eldoret,Online,PayPal,2768.3,7,15,16471.39,4.1,0
04/02/2024,Clothing,Hoodie,Mombasa,Online,Credit Card,8100.14,8,10,58321.01,4,0
19/12/2023,Clothing,Boots,Kisumu,Mobile App,PayPal,9634.99,5,20,50101.948,4,0
01/01/2023,Sports,Bicycle,Machakos,In-Store,Cash,4307.19,9,0,38764.71,4.3,0
02/10/2024,Home & Garden,Sofa,Machakos,Mobile App,M-Pesa,19431.1,10,20,155448.8,3.3,0
04/01/2024,Books,Science Book,Eldoret,In-Store,Credit Card,1819.59,4,20,5822.69,4.6,0
20/05/2023,Clothing,Jeans,Nairobi,Online,M-Pesa,2155.95,8,20,13798.08,2.7,0
19/07/2024,Books,Textbook,Nakuru,Social Media,PayPal,875.35,9,20,6302.52,4.6,0
25/02/2024,Clothing,Jeans,Nakuru,Online,PayPal,6228.81,4,10,22423.72,4.8,0
26/05/2023,Electronics,Smartphone,Eldoret,Social Media,Cash,18748.33,8,0,149986.64,4.3,0
28/04/2024,Home & Garden,Coffee Maker,Eldoret,Online,PayPal,71281.31,2,5,135434.49,4.1,0
25/04/2024,Electronics,Camera,Thika,Mobile App,PayPal,9810.59,6,0,58863.54,3.6,1
21/06/2023,Sports,Football,Kisumu,Social Media,Cash,57658.53,5,10,259463.39,2.6,1
09/08/2024,Home & Garden,Wall Art,Machakos,Mobile App,M-Pesa,50640.56,10,0,506405.6,2.6,2
16/09/2023,Sports,Yoga Mat,Kisumu,Social Media,M-Pesa,8133.19,2,10,14639.74,2.8,0
05/11/2024,Home & Garden,Sofa,Thika,Online,PayPal,14629.42,10,0,190182.46,4.5,0
22/05/2024,Clothing,Jacket,Mombasa,Online,Cash,11816.82,3,0,35450.46,4.4,0
19/10/2024,Books,Self-Help Book,Thika,Social Media,Credit Card,974.74,6,0,5848.44,3.2,0
24/01/2024,Electronics,Laptop,Nakuru,Social Media,Bank Transfer,46602.34,9,5,398450.01,4.2,0
25/11/2024,Home & Garden,Desk Lamp,Eldoret,Social Media,M-Pesa,23672.34,8,20,151502.98,3.8,1
04/10/2023,Electronics,Smartwatch,Thika,Mobile App,Bank Transfer,92351.86,5,15,392495.4,3.2,0
24/11/2024,Sports,Bicycle,Nakuru,In-Store,PayPal,46367.54,9,15,461125.184,2.9,0
26/12/2023,Electronics,Speaker,Nairobi,Online,Bank Transfer,16459.42,2,25,24689.13,3.2,0
26/12/2024,Electronics,Smartwatch,Nairobi,Online,PayPal,99177.62,4,0,515723.624,2.7,0
23/04/2024,Books,Comics,Machakos,In-Store,M-Pesa,2526.09,5,10,11367.41,4.2,0
05/03/2023,Books,Cookbook,Machakos,Social Media,Cash,1123.48,2,10,2022.26,3.5,0
16/09/2024,Electronics,Tablet,Machakos,Mobile App,Credit Card,67205.08,8,5,510758.61,3.5,0
23/09/2023,Electronics,Laptop,Eldoret,Social Media,Credit Card,92867.01,2,25,139300.51,2.8,0
08/02/2023,Sports,Football,Kisumu,Social Media,M-Pesa,53852.84,3,0,161558.52,4.2,0
22/03/2024,Home & Garden,Coffee Maker,Eldoret,Online,PayPal,56842.37,8,25,341054.22,3.5,0
03/08/2024,Electronics,Smartwatch,Mombasa,Online,Bank Transfer,143214.99,8,0,1145719.92,3.8,2
01/07/2024,Home & Garden,Wall Art,Kisumu,Social Media,M-Pesa,50875.98,2,15,86489.17,4.6,0
07/11/2024,Books,Textbook,Machakos,Mobile App,Credit Card,865.18,1,20,692.14,4.2,1
30/08/2024,Home & Garden,Coffee Maker,Nairobi,Social Media,Credit Card,11883.48,4,0,47533.92,3.1,0
07/02/2023,Sports,Football,Kisumu,Social Media,PayPal,57918.26,8,0,463346.08,3.3,0
16/08/2024,Electronics,Headphones,Nairobi,In-Store,PayPal,69838.81,9,0,628549.29,3.1,0
06/09/2023,Clothing,Jacket,Thika,Online,Bank Transfer,10932.56,10,0,109325.6,4.3,0
19/04/2023,Clothing,Boots,Nairobi,Mobile App,M-Pesa,5746.12,3,0,17238.36,2.8,0
04/05/2023,Sports,Dumbbells,Nairobi,In-Store,Bank Transfer,20638.18,7,15,122797.17,4.9,0
04/05/2023,Clothing,Dress,Machakos,In-Store,M-Pesa,7320.48,6,0,43922.88,3.2,0
17/05/2023,Clothing,Boots,Kisumu,In-Store,Bank Transfer,3301.91,10,0,33019.1,2.7,0
08/01/2023,Sports,Bicycle,Machakos,In-Store,M-Pesa,52849.84,2,0,105699.68,2.9,0
26/02/2024,Sports,Running Shoes,Nakuru,Social Media,Credit Card,12845.92,5,25,48172.2,3.1,0
04/03/2024,Electronics,Smartwatch,Mombasa,Social Media,PayPal,142644.11,5,15,606237.47,2.5,0
11/10/2023,Electronics,Smartwatch,Nairobi,Mobile App,PayPal,77116.03,8,5,586081.83,2.6,0
22/10/2024,Clothing,Boots,Machakos,Social Media,Bank Transfer,2527.72,1,0,2527.72,3.4,0
11/06/2023,Home & Garden,Blender,Eldoret,Social Media,M-Pesa,9070.15,1,0,9070.15,4.5,0
24/11/2024,Electronics,Smartphone,Mombasa,Social Media,PayPal,87804.74,7,5,759071.976,3.1,0
27/04/2024,Clothing,T-Shirt,Mombasa,Social Media,Credit Card,4818.62,4,0,19274.48,4,0
18/07/2023,Books,Self-Help Book,Mombasa,Social Media,Credit Card,1539.46,3,25,3463.78,4.1,2
21/04/2024,Clothing,Dress,Mombasa,Online,PayPal,1185.99,3,0,3557.97,3.6,0
30/03/2023,Home & Garden,Desk Lamp,Kisumu,In-Store,PayPal,72521.79,10,5,688957,3.5,0
11/09/2023,Clothing,Sneakers,Nakuru,Social Media,Cash,666.79,7,5,4434.15,3.3,0
31/05/2024,Sports,Dumbbells,Eldoret,Online,Bank Transfer,58822.93,1,25,44117.2,2.6,0
10/12/2024,Books,Textbook,Machakos,Online,Bank Transfer,1884.91,2,0,4900.766,4.9,0
21/12/2024,Home & Garden,Desk Lamp,Thika,Online,M-Pesa,38798.81,5,0,252192.265,3.9,0
21/12/2024,Books,Science Book,Machakos,In-Store,Bank Transfer,891.83,6,25,5217.212,4.7,0
02/12/2024,Home & Garden,Pillow Set,Nairobi,Mobile App,Bank Transfer,60428.73,10,5,574072.94,4.7,0
25/09/2024,Electronics,Smartwatch,Thika,Mobile App,M-Pesa,18423.05,6,25,82903.72,2.6,0
26/10/2024,Sports,Football,Nairobi,In-Store,Credit Card,58886.35,4,0,235545.4,3.7,1
11/10/2023,Sports,Swimming Goggles,Thika,In-Store,Credit Card,19635.55,5,20,78542.2,2.6,0
07/04/2024,Books,Science Book,Eldoret,Online,Bank Transfer,2571.44,9,10,20828.66,4.1,0
20/03/2023,Electronics,Laptop,Nakuru,Online,M-Pesa,59821.01,3,10,161516.73,2.8,0
02/03/2024,Clothing,Jacket,Mombasa,In-Store,PayPal,11449.2,1,10,10304.28,4.9,0
13/07/2023,Clothing,Jacket,Kisumu,Social Media,Bank Transfer,8983.66,1,10,8085.29,2.7,1
30/08/2024,Clothing,Hoodie,Eldoret,Mobile App,Bank Transfer,7155.1,6,25,32197.95,4.2,0
24/09/2023,Sports,Bicycle,Nakuru,Mobile App,PayPal,8438.08,5,0,42190.4,3.1,0
25/09/2024,Home & Garden,Rug,Machakos,Online,Credit Card,28767.17,8,0,230137.36,4.8,0
11/08/2024,Home & Garden,Desk Lamp,Mombasa,In-Store,Credit Card,19642.1,1,15,16695.78,2.8,0
04/04/2024,Clothing,Jeans,Eldoret,Online,Cash,11747.26,3,15,29955.51,3.8,0
09/06/2023,Home & Garden,Sofa,Nairobi,Social Media,Bank Transfer,61666.64,8,15,419333.15,2.5,0
01/08/2024,Sports,Running Shoes,Thika,Mobile App,Bank Transfer,53821.06,10,0,538210.6,4.3,1
12/11/2023,Home & Garden,Wall Art,Nairobi,Social Media,M-Pesa,11842.32,9,0,106580.88,4,0
12/10/2023,Home & Garden,Sofa,Kisumu,Online,PayPal,51591.96,10,5,490123.62,3,0
09/09/2024,Books,Comics,Thika,Online,PayPal,1562.16,8,15,10622.69,4,1
20/12/2023,Home & Garden,Coffee Maker,Mombasa,Social Media,Cash,31380.12,1,10,28242.11,4.9,1
10/03/2024,Electronics,Laptop,Thika,Social Media,Bank Transfer,120945.45,5,0,604727.25,4.3,0
09/03/2023,Sports,Tennis Racket,Nairobi,In-Store,Credit Card,18611.93,9,15,142381.26,4.8,0
28/12/2024,Books,Fiction Novel,Nairobi,Social Media,Cash,1626.44,9,25,14272.011,4.8,0
20/05/2024,Books,Cookbook,Eldoret,Social Media,M-Pesa,2932.96,5,10,13198.32,3.9,0
31/10/2024,Electronics,Speaker,Nairobi,In-Store,Cash,46425.07,8,0,371400.56,4.2,0
10/03/2023,Clothing,Jacket,Thika,In-Store,M-Pesa,1872.58,5,25,7022.17,4,0
08/06/2024,Books,Biographies,Nakuru,Mobile App,Bank Transfer,3417.63,2,15,5809.97,4.3,0
17/06/2023,Home & Garden,Desk Lamp,Eldoret,Online,Credit Card,26118.74,3,15,66602.79,2.6,0
05/10/2024,Home & Garden,Sofa,Kisumu,Mobile App,PayPal,51404.56,2,5,97668.66,3,0
01/07/2024,Clothing,Sneakers,Kisumu,Mobile App,Cash,3621.78,6,0,21730.68,4,0
16/06/2023,Electronics,Laptop,Eldoret,Mobile App,Cash,117263.56,7,15,697718.18,2.8,0
15/05/2023,Clothing,Hoodie,Mombasa,Online,Bank Transfer,5795.65,2,0,11591.3,4.8,0
26/06/2023,Home & Garden,Wall Art,Kisumu,In-Store,Bank Transfer,71266.33,10,15,605763.81,4.3,0
22/03/2023,Electronics,Laptop,Mombasa,In-Store,Credit Card,47499.39,4,0,189997.56,3.6,0
06/11/2024,Electronics,Smartphone,Nairobi,Social Media,Bank Transfer,8292.51,2,0,21560.526,2.6,0
24/08/2024,Home & Garden,Sofa,Nairobi,Mobile App,M-Pesa,60560.38,2,5,115064.72,4.8,0
14/06/2023,Home & Garden,Sofa,Nairobi,In-Store,Cash,75944.3,6,15,387315.93,4.6,0
16/07/2023,Sports,Dumbbells,Eldoret,Online,M-Pesa,49283.44,1,5,46819.27,4.9,0
15/12/2024,Sports,Yoga Mat,Thika,Online,Credit Card,55276.34,8,15,488642.843,3.6,1
26/04/2023,Clothing,Hoodie,Kisumu,Social Media,Bank Transfer,2964.15,4,20,9485.28,4.4,0
26/03/2023,Books,Fiction Novel,Eldoret,In-Store,Bank Transfer,2739.28,5,0,13696.4,3.3,0
14/03/2024,Home & Garden,Coffee Maker,Eldoret,Mobile App,Bank Transfer,18689.18,7,10,117741.83,3,0
10/02/2024,Books,Comics,Kisumu,In-Store,M-Pesa,3495.91,8,0,27967.28,3.6,0
08/03/2023,Electronics,Smartphone,Mombasa,Social Media,Bank Transfer,104865.49,2,0,209730.98,3.4,0
13/10/2023,Clothing,Sneakers,Machakos,Social Media,M-Pesa,3178,7,25,16684.5,4.4,0
11/05/2024,Sports,Running Shoes,Machakos,Social Media,Cash,28864.08,10,20,230912.64,3.8,0
12/04/2023,Books,Fiction Novel,Nairobi,Mobile App,Bank Transfer,1891.28,3,0,5673.84,4.3,0
07/11/2023,Books,Comics,Nairobi,In-Store,Bank Transfer,2234.67,6,0,17430.426,2.7,0
31/05/2024,Sports,Swimming Goggles,Nakuru,Social Media,Credit Card,18037.64,8,25,108225.84,3.2,0
05/04/2024,Sports,Tennis Racket,Nairobi,Online,Bank Transfer,52879.46,2,20,84607.14,3.3,0
18/05/2024,Books,Fiction Novel,Nairobi,In-Store,PayPal,2410.12,5,0,12050.6,3.6,0
02/05/2024,Books,Science Book,Machakos,Online,PayPal,2460.08,9,25,16605.54,3.9,0
19/10/2023,Electronics,Headphones,Kisumu,Social Media,PayPal,145688.87,10,15,1238355.4,3.3,0
02/10/2024,Electronics,Laptop,Machakos,Mobile App,Cash,121813.91,10,0,1218139.1,3.4,0
25/10/2024,Home & Garden,Blender,Nakuru,Mobile App,M-Pesa,53170.21,4,5,202046.8,3.3,0
08/02/2023,Electronics,Speaker,Kisumu,Online,Cash,27127.33,9,15,207524.07,3.7,1
21/11/2023,Sports,Tennis Racket,Nakuru,Mobile App,M-Pesa,41939.93,10,0,419399.3,3.5,0
21/09/2024,Books,Fiction Novel,Thika,In-Store,Cash,1889.54,6,0,11337.24,3.2,1
01/11/2023,Clothing,Jacket,Thika,Online,PayPal,2961.92,5,0,19252.48,3.5,0
13/03/2024,Electronics,Camera,Machakos,Online,PayPal,51852.03,2,25,77778.04,3,0
29/02/2024,Home & Garden,Pillow Set,Machakos,Mobile App,Bank Transfer,53345.77,6,5,304070.89,3.5,0
13/08/2024,Books,Comics,Machakos,In-Store,M-Pesa,2309.1,9,0,20781.9,3.7,0
09/01/2024,Books,Cookbook,Thika,Social Media,PayPal,2625.17,1,5,2493.91,3.7,0
27/02/2024,Home & Garden,Rug,Nakuru,Social Media,Cash,68926.73,2,5,130960.79,3.2,0
29/01/2023,Clothing,Dress,Thika,In-Store,Bank Transfer,3242.56,3,5,9241.3,3.1,0
13/06/2023,Books,Science Book,Eldoret,Social Media,Bank Transfer,2370.15,1,5,2251.64,3.2,0
26/02/2023,Home & Garden,Wall Art,Eldoret,In-Store,M-Pesa,77131.92,8,0,617055.36,4.6,0
24/05/2023,Sports,Running Shoes,Machakos,Online,Bank Transfer,53868.33,2,20,86189.33,3.1,0
17/11/2023,Sports,Yoga Mat,Eldoret,Mobile App,Bank Transfer,53143.15,4,0,212572.6,4,0
23/02/2024,Clothing,Jacket,Mombasa,In-Store,M-Pesa,2514.27,5,25,9428.51,3.1,0
12/10/2023,Books,Biographies,Kisumu,Online,Cash,2046.38,8,5,15552.49,4.7,1
09/11/2024,Home & Garden,Coffee Maker,Thika,Mobile App,Cash,2469.08,10,0,32098.04,2.6,1
01/07/2024,Clothing,Dress,Eldoret,Social Media,Cash,7847.91,6,0,47087.46,4.7,1
04/08/2023,Books,Fiction Novel,Nakuru,Mobile App,Cash,588.8,4,10,2119.68,4.6,0
27/04/2024,Books,Comics,Kisumu,Social Media,M-Pesa,1176.92,2,25,1765.38,4.3,1
27/12/2023,Home & Garden,Wall Art,Nakuru,Online,Credit Card,56119.79,9,0,656601.543,4.3,0
18/10/2024,Home & Garden,Coffee Maker,Thika,Online,M-Pesa,51596.73,3,25,116092.64,2.8,0
31/08/2024,Home & Garden,Blender,Eldoret,Online,M-Pesa,13299.54,9,0,119695.86,4.2,0
16/10/2023,Home & Garden,Coffee Maker,Nakuru,In-Store,Cash,14539.54,10,15,123586.09,3,0
02/04/2023,Clothing,Jacket,Nakuru,In-Store,M-Pesa,11403.26,9,5,97497.87,4.9,0
24/06/2023,Clothing,T-Shirt,Nakuru,Social Media,PayPal,3491.81,2,15,5936.08,4.9,0
30/09/2023,Sports,Bicycle,Machakos,Social Media,Bank Transfer,7639.63,4,5,29030.59,3.2,0
04/03/2024,Clothing,Jacket,Machakos,In-Store,PayPal,2979.02,5,5,14150.34,3,0
19/08/2024,Electronics,Tablet,Kisumu,In-Store,PayPal,68744.55,4,15,233731.47,4.2,0
03/09/2024,Electronics,Headphones,Mombasa,Mobile App,Bank Transfer,103654.16,7,20,580463.3,3.1,0
06/01/2023,Electronics,Smartphone,Kisumu,In-Store,Bank Transfer,136417.53,10,0,1364175.3,3.1,0
17/08/2024,Home & Garden,Coffee Maker,Thika,Mobile App,Credit Card,77470.18,9,0,697231.62,2.9,0
26/05/2023,Books,Cookbook,Nakuru,In-Store,M-Pesa,1315.42,9,20,9471.02,3.2,0
19/09/2024,Clothing,Jacket,Machakos,Mobile App,Cash,11151.73,5,10,50182.78,4.6,1
23/07/2024,Sports,Running Shoes,Nakuru,In-Store,Cash,44370.03,8,0,354960.24,4.6,0
24/09/2023,Books,Fiction Novel,Mombasa,In-Store,M-Pesa,1035.55,1,25,776.66,2.9,0
13/04/2024,Electronics,Headphones,Nairobi,Social Media,Cash,148345.15,9,25,1001329.76,3.7,0
04/06/2024,Clothing,T-Shirt,Kisumu,Online,Credit Card,10483.99,3,0,31451.97,4.6,0
20/03/2023,Sports,Dumbbells,Eldoret,Online,PayPal,46150.75,3,20,110761.8,3.1,0
28/11/2023,Electronics,Tablet,Nairobi,Mobile App,M-Pesa,60337.13,10,0,603371.3,2.7,0
02/11/2024,Books,Science Book,Thika,Mobile App,PayPal,2405.62,6,0,18763.836,3.6,1
14/07/2024,Sports,Dumbbells,Mombasa,Online,Cash,19796.35,1,0,19796.35,4.9,0
02/02/2024,Books,Cookbook,Mombasa,In-Store,Bank Transfer,585.4,4,0,2341.6,4.4,0
03/01/2024,Clothing,T-Shirt,Kisumu,Social Media,Bank Transfer,8962.73,5,0,44813.65,4.2,0
03/04/2023,Sports,Dumbbells,Nakuru,Social Media,Bank Transfer,28900.52,10,20,231204.16,4.4,0
23/11/2024,Sports,Dumbbells,Nakuru,Social Media,M-Pesa,3002.02,6,25,13509.09,4.2,0
04/11/2023,Books,Biographies,Thika,Online,Cash,1798.3,2,25,2697.45,2.8,1
09/06/2024,Clothing,Sneakers,Nakuru,Mobile App,PayPal,1048.88,2,0,2097.76,2.8,0
27/04/2023,Electronics,Headphones,Thika,Mobile App,Cash,39719.31,2,0,79438.62,4.4,0
24/08/2024,Clothing,Hoodie,Nakuru,Online,M-Pesa,5286.89,5,15,22469.28,4.3,0
09/07/2023,Books,Biographies,Machakos,Mobile App,Cash,3393.5,3,5,9671.48,2.7,2
30/04/2023,Home & Garden,Rug,Thika,Online,Bank Transfer,43122.58,1,20,34498.06,2.5,0
08/12/2024,Books,Comics,Nakuru,Social Media,Cash,2279.2,10,15,25185.16,4.2,0
28/01/2023,Home & Garden,Sofa,Mombasa,In-Store,M-Pesa,15911.52,1,5,15115.94,3,0
30/04/2024,Clothing,Jacket,Machakos,In-Store,M-Pesa,3960.56,8,0,31684.48,3.6,0
26/07/2023,Clothing,Boots,Thika,Social Media,Bank Transfer,5922.13,8,5,45008.19,3.2,0
22/05/2024,Books,Fiction Novel,Kisumu,Online,M-Pesa,2317.31,7,20,12976.94,4.3,0
26/08/2023,Sports,Running Shoes,Nairobi,Social Media,Bank Transfer,29474.4,10,25,221058,4.3,0
30/04/2023,Books,Biographies,Kisumu,Online,Cash,3157.21,7,25,16575.35,3.7,1
19/12/2023,Home & Garden,Coffee Maker,Thika,Social Media,M-Pesa,13577.61,4,25,52952.679,3.8,0
20/11/2024,Home & Garden,Pillow Set,Machakos,Social Media,Credit Card,70747.33,7,20,515040.565,3.4,0
24/07/2023,Clothing,Sneakers,Mombasa,Mobile App,M-Pesa,8171.15,3,0,24513.45,2.9,0
25/09/2023,Books,Science Book,Kisumu,In-Store,Credit Card,2081.86,1,15,1769.58,3.4,0
04/05/2023,Sports,Yoga Mat,Machakos,Online,Cash,26178.86,10,5,248699.17,3.9,0
24/12/2024,Home & Garden,Rug,Kisumu,Online,PayPal,21985.31,3,0,65955.93,4.9,0
07/10/2024,Electronics,Smartphone,Machakos,Online,PayPal,8211.48,2,0,16422.96,2.8,0
07/06/2023,Home & Garden,Desk Lamp,Thika,Mobile App,Bank Transfer,61147.6,8,0,489180.8,4.1,0
30/04/2024,Clothing,T-Shirt,Machakos,In-Store,Bank Transfer,11650.82,1,5,11068.28,3.4,0
26/06/2024,Electronics,Tablet,Kisumu,Social Media,Cash,95157.18,4,0,380628.72,3.6,0
29/03/2024,Books,Science Book,Nakuru,Social Media,PayPal,2842.74,6,0,17056.44,2.9,0
04/03/2023,Sports,Yoga Mat,Nairobi,Mobile App,Cash,24458.06,3,20,58699.34,3.5,0
18/11/2023,Clothing,Sneakers,Nairobi,Mobile App,Bank Transfer,5123.03,9,10,53945.502,2.5,0
15/12/2024,Sports,Tennis Racket,Mombasa,Social Media,Bank Transfer,38846.43,9,25,262213.4,4.5,0
07/08/2023,Clothing,Dress,Nairobi,Online,PayPal,4346.67,3,10,11736.01,2.7,0
05/09/2023,Sports,Running Shoes,Machakos,In-Store,M-Pesa,2256.74,9,10,18279.59,4.6,0
07/05/2023,Books,Biographies,Nairobi,Online,Cash,1131.22,9,15,8653.83,2.6,0
25/12/2023,Electronics,Headphones,Kisumu,Online,Bank Transfer,52169.08,4,5,198242.5,4.2,0
12/06/2024,Sports,Football,Mombasa,Social Media,PayPal,44408.23,2,15,75493.99,4,0
05/03/2023,Home & Garden,Coffee Maker,Nairobi,In-Store,Bank Transfer,66412.26,2,0,132824.52,3.6,0
28/09/2023,Clothing,Jacket,Nairobi,Mobile App,PayPal,5131.67,9,20,36948.02,4,0
29/12/2024,Books,Comics,Nakuru,Social Media,Credit Card,761.91,3,25,2228.59,4.9,0
02/05/2023,Sports,Yoga Mat,Thika,In-Store,Bank Transfer,28717.32,3,15,73229.17,4,0
09/11/2023,Electronics,Tablet,Eldoret,Mobile App,M-Pesa,79371.07,2,15,175410.066,3.3,0
09/08/2023,Clothing,Jeans,Machakos,Social Media,M-Pesa,11273.44,5,10,50730.48,3,0
09/08/2024,Electronics,Smartphone,Eldoret,Mobile App,M-Pesa,130823.13,7,25,686821.43,3.3,0
05/04/2024,Home & Garden,Rug,Nakuru,Social Media,PayPal,11318.52,3,25,25466.67,4.2,0
07/07/2024,Home & Garden,Sofa,Machakos,Social Media,Bank Transfer,19239.52,7,15,114475.14,2.6,0
28/07/2024,Books,Comics,Kisumu,Online,Credit Card,2563.07,10,10,23067.63,4.1,0
04/05/2023,Electronics,Laptop,Eldoret,Online,PayPal,79219.56,8,0,633756.48,4.1,0
28/03/2023,Electronics,Tablet,Machakos,In-Store,Credit Card,124794.2,10,25,935956.5,4.5,0
25/01/2023,Books,Biographies,Nairobi,Social Media,M-Pesa,1387.86,3,20,3330.86,4.6,0
19/09/2023,Home & Garden,Sofa,Nairobi,Online,PayPal,14117.95,3,0,42353.85,4.4,0
31/12/2024,Books,Comics,Mombasa,Online,PayPal,3375.59,3,0,10126.77,3.5,0
19/05/2024,Books,Cookbook,Kisumu,Social Media,M-Pesa,466.01,4,5,1770.84,3.8,0
30/01/2023,Electronics,Tablet,Nairobi,Mobile App,Bank Transfer,83861.92,2,25,125792.88,3.5,0
04/08/2024,Electronics,Tablet,Eldoret,Online,Credit Card,114920.79,3,10,310286.13,3.5,0
04/07/2024,Sports,Dumbbells,Machakos,In-Store,Cash,32702.12,3,5,93201.04,4.9,1
30/10/2024,Sports,Bicycle,Nairobi,Online,Bank Transfer,57690.2,10,10,519211.8,4.9,0
16/02/2023,Books,Cookbook,Eldoret,Mobile App,Bank Transfer,3497.57,4,10,12591.25,2.9,0
18/03/2024,Electronics,Tablet,Nairobi,Social Media,M-Pesa,124913.72,9,10,1011801.13,3,0
04/08/2023,Home & Garden,Wall Art,Kisumu,Mobile App,Bank Transfer,22422.64,6,15,114355.46,3.6,0
28/02/2024,Electronics,Camera,Mombasa,Online,PayPal,72526.28,1,0,72526.28,3.9,0
28/12/2023,Books,Textbook,Nakuru,Online,M-Pesa,2023.68,8,0,21046.272,3.4,0
10/01/2023,Books,Self-Help Book,Machakos,Online,M-Pesa,1780.62,4,25,5341.86,3.1,0
15/08/2023,Home & Garden,Wall Art,Thika,Mobile App,Credit Card,7925.35,10,10,71328.15,3.1,0
24/04/2023,Home & Garden,Sofa,Kisumu,Social Media,PayPal,17359.64,4,20,55550.85,4.7,0
08/03/2023,Books,Self-Help Book,Eldoret,In-Store,PayPal,2450.96,10,0,24509.6,4,0
25/11/2024,Clothing,Dress,Eldoret,In-Store,PayPal,8882.34,5,5,42191.11,4.9,0
18/03/2024,Sports,Running Shoes,Thika,Social Media,M-Pesa,56310.69,1,15,47864.09,4.6,0
18/02/2023,Electronics,Camera,Eldoret,Social Media,Bank Transfer,55497.83,1,5,52722.94,3.2,0
20/08/2023,Books,Cookbook,Nairobi,Social Media,Credit Card,1371.06,10,0,13710.6,4.9,0
06/05/2024,Electronics,Laptop,Mombasa,In-Store,Cash,47999.27,2,0,95998.54,3.6,0
08/12/2023,Home & Garden,Rug,Kisumu,In-Store,M-Pesa,38307.26,6,0,298796.628,3.1,0
04/02/2023,Sports,Tennis Racket,Nakuru,Online,Bank Transfer,34988.71,2,0,69977.42,3.4,1
